SITE_CODE,PROJ_CODE,TITLE,SUB_TYPE,STAGE,PROJECT_TITLE,LONGITUDE,LATITUDE,COMMODITIES,COMMODITY_GROUP_NAME,TARGET_GROUP_NAME,LGA_NAME,DISTRICT_NAME,TECTONIC_UNIT
S0000012,J00009,Baneygo,Openpit,Operating,Duketon / Regis Resources,122.3125,-27.963344,Au Ag,Precious metal,GOLD,"LAVERTON, SHIRE OF",MT. MARGARET,Eastern Goldfields Superterrane
S0000030,J04143,Beatons Creek - Golden Crown,Openpit,Operating,Beatons Creek JV,120.101598,-21.870333,Au Ag As Cu Bi Sb,Precious metal,GOLD,"EAST PILBARA, SHIRE OF",NULLAGINE,Northeast Pilbara Sub-basin
S0000033,J00017,Big Bell Underground,Decline,Operating,Cue Gold - Central Murchison,117.65535700000001,-27.318659000000004,Au Ag,Precious metal,GOLD,"CUE, SHIRE OF",CUE,Youanmi Terrane
S0000045,J00017,Aladdin Open Pit,Openpit,Operating,Cue Gold - Central Murchison,118.34718799999999,-26.86947,Au Ag,Precious metal,GOLD,"MEEKATHARRA, SHIRE OF",MEEKATHARRA,Youanmi Terrane
S0000046,J00017,Bluebird - Bluebird South,Openpit,Operating,Cue Gold - Central Murchison,118.425102,-26.716248999999998,Au Ag,Precious metal,GOLD,"MEEKATHARRA, SHIRE OF",MEEKATHARRA,Youanmi Terrane
S0000049,J00017,Five Mile Well,Openpit,Operating,Cue Gold - Central Murchison,118.54088,-26.529259000000003,Au Ag,Precious metal,GOLD,"MEEKATHARRA, SHIRE OF",MEEKATHARRA,Youanmi Terrane
S0000053,J02851,Boorara Open Pit - Southern Stockworks,Openpit,Operating,Boorara / Horizon,121.644084,-30.809293,Au Ag,Precious metal,GOLD,"KALGOORLIE-BOULDER, CITY OF",EAST COOLGARDIE,Eastern Goldfields Superterrane
S0000138,J05659,Cosmopolitan Tailings,Tailings storage facility,Operating,Kookynie / Nex Metals,121.4954,-29.337562,Au,Precious metal,GOLD,"MENZIES, SHIRE OF",NIAGARA,Eastern Goldfields Superterrane
S0000181,J00102,Morrison,Openpit,Operating,Golden Mile / KCGM,121.508466,-30.789484,Au Ag,Precious metal,GOLD,"KALGOORLIE-BOULDER, CITY OF",EAST COOLGARDIE,Eastern Goldfields Superterrane
S0000198,J00109,Yarlarweelor North & South,Openpit,Operating,Fortnum,118.360354,-25.343679,Au Ag,Precious metal,GOLD,"MEEKATHARRA, SHIRE OF",PEAK HILL M.F.,Bryah Basin
S0000258,J04956,Goongarrie Lady,Openpit,Operating,Goongarrie Lady,121.184481,-30.081353999999997,Au Ag,Precious metal,GOLD,"MENZIES, SHIRE OF",MENZIES,Eastern Goldfields Superterrane
S0000263,J04873,Paris,Openpit,Operating,GBF Paris ,121.975881,-31.588763,Au Ag,Precious metal,GOLD,"COOLGARDIE, SHIRE OF",COOLGARDIE,Eastern Goldfields Superterrane
S0000275,J01884,Hawkins Find,Openpit,Operating,Hawkins Find,121.02196,-30.498387,Au Ag,Precious metal,GOLD,"COOLGARDIE, SHIRE OF",KUNANALLING,Eastern Goldfields Superterrane
S0000350,J05577,Lord Byron Southeast,Openpit,Operating,Jasper Hills ,123.043943,-29.131214,Au Ag,Precious metal,GOLD,"MENZIES, SHIRE OF",MT. MORGANS,Burtville Terrane
S0000357,J00256,Jupiter - Joanne - Doublejay,Openpit,Operating,Mt Morgans,122.21928700000001,-28.807189,Au Ag,Precious metal,GOLD,"LAVERTON, SHIRE OF",MT. MORGANS,Eastern Goldfields Superterrane
S0000379,J00181,Last Chance East,Unspecified,Operating,Kanowna - Golden Valley,121.601997,-30.594219,Au,Precious metal,GOLD,"KALGOORLIE-BOULDER, CITY OF",KANOWNA,Eastern Goldfields Superterrane
S0000389,J00184,Harrys Hill,Openpit,Operating,Aldiss - Karonie,122.55802800000001,-31.045011,Au Ag,Precious metal,GOLD,"KALGOORLIE-BOULDER, CITY OF",KURNALPI,Eastern Goldfields Superterrane
S0000462,J00218,Lloyd George - Gibraltar,Openpit,Operating,Gibraltar South / Torian,120.96745200000001,-31.04095,Au Ag,Precious metal,GOLD,"COOLGARDIE, SHIRE OF",COOLGARDIE,Eastern Goldfields Superterrane
S0000469,J00222,Star of Mangaroon,Shaft,Operating,Mangaroon Gold,115.746101,-23.867599,Au Pb Ag,Precious metal,GOLD,"UPPER GASCOYNE, SHIRE OF",GASCOYNE M.F.,Gascoyne Province
S0000541,J00256,Mt Marven,Openpit,Operating,Mt Morgans,122.175598,-28.812820000000002,Au Ag,Precious metal,GOLD,"LAVERTON, SHIRE OF",MT. MORGANS,Eastern Goldfields Superterrane
S0000566,J00292,Racetrack - Racetrack West,Openpit,Operating,Paddington - Mt Pleasant,121.22703,-30.556282,Au Ag,Precious metal,GOLD,"KALGOORLIE-BOULDER, CITY OF",BROAD ARROW M.F.,Eastern Goldfields Superterrane
S0000590,J00226,Nevoria Underground,Decline,Operating,Marvel Loch - Southern Cross,119.588401,-31.507265000000004,Au Ag,Precious metal,GOLD,"YILGARN, SHIRE OF",YILGARN M.F.,Youanmi Terrane
S0000642,J04664,Enterprise Open Pit,Openpit,Operating,Ora Banda / Norton,121.08841399999999,-30.372121999999997,Au Ag,Precious metal,GOLD,"KALGOORLIE-BOULDER, CITY OF",BROAD ARROW M.F.,Eastern Goldfields Superterrane
S0000671,J00094,Million Dollar North,Openpit,Operating,Porphyry - Northern Operations,122.285975,-29.799053999999998,Au Ag,Precious metal,GOLD,"MENZIES, SHIRE OF",YERILLA,Yilgarn Craton granites
S0000675,J00307,Queen Lapage,Openpit,Operating,Queen Lapage,121.97979699999999,-30.61618,Au Ag,Precious metal,GOLD,"KALGOORLIE-BOULDER, CITY OF",BULONG,Eastern Goldfields Superterrane
S0000698,J00084,Missouri,Openpit,Operating,Davyhurst - Lady Ida - Mulline - Riverina - Siberia Gold,120.95366499999999,-30.219186999999998,Au Ag,Precious metal,GOLD,"KALGOORLIE-BOULDER, CITY OF",BROAD ARROW M.F.,Eastern Goldfields Superterrane
S0000709,J02325,Second Fortune,Decline,Operating,Linden Gold,122.435819,-29.376506,Au Ag,Precious metal,GOLD,"MENZIES, SHIRE OF",MT. MORGANS,Eastern Goldfields Superterrane
S0000726,J00333,Spargos Reward,Openpit,Operating,Spargos Reward,121.47075,-31.236454,Au Ag,Precious metal,GOLD,"COOLGARDIE, SHIRE OF",COOLGARDIE,Eastern Goldfields Superterrane
S0000728,J00330,Jasper - Aucklands,Openpit,Operating,Gwalia - Leonora,121.24389599999999,-28.75897,Au Ag,Precious metal,GOLD,"LEONORA, SHIRE OF",MT. MALCOLM,Eastern Goldfields Superterrane
S0000732,J00338,Telfer Main Dome,Openpit,Operating,Telfer / Newcrest,122.207118,-21.719565,Au Cu Ag,Precious metal,GOLD,"EAST PILBARA, SHIRE OF",MARBLE BAR,Yeneena Basin
S0000769,J00357,Edna May Underground,Decline,Operating,Edna May - Westonia,118.700154,-31.291771,Au Ag Opalc,Precious metal,GOLD,"WESTONIA, SHIRE OF",YILGARN M.F.,South West Terrane
S0000770,J00357,Edna May - Westonia,Openpit,Operating,Edna May - Westonia,118.69853799999999,-31.290258,Au W Ag,Precious metal,GOLD,"WESTONIA, SHIRE OF",YILGARN M.F.,Yilgarn Craton granites
S0000776,J02624,Bulletin - Wiluna,Openpit,Operating,Matilda,120.246696,-26.61145,Au Ag,Precious metal,GOLD,"WILUNA, SHIRE OF",WILUNA,Eastern Goldfields Superterrane
S0000811,J00424,Anglo Saxon - Trouser Legs,Openpit,Operating,Anglo Saxon - Trouser Legs,122.73147900000001,-30.076781,Au Ag,Precious metal,GOLD,"MENZIES, SHIRE OF",YERILLA,Eastern Goldfields Superterrane
S0000847,J00226,Great Victoria - GVG,Openpit,Operating,Marvel Loch - Southern Cross,119.5737,-31.544279,Au Ag,Precious metal,GOLD,"YILGARN, SHIRE OF",YILGARN M.F.,Youanmi Terrane
S0000880,J00102,Mt Charlotte,Shaft,Operating,Golden Mile / KCGM,121.48090400000001,-30.746440999999997,Au Ag,Precious metal,GOLD,"KALGOORLIE-BOULDER, CITY OF",EAST COOLGARDIE,Eastern Goldfields Superterrane
S0000909,J00094,Porphyry Open Pit,Openpit,Operating,Porphyry - Northern Operations,122.285004,-29.780898999999998,Au Ag,Precious metal,GOLD,"MENZIES, SHIRE OF",YERILLA,Yilgarn Craton granites
S0000927,J00152,Two Boys / Karora,Decline,Operating,Higginsville,121.724998,-31.740409999999997,Au Ag,Precious metal,GOLD,"COOLGARDIE, SHIRE OF",COOLGARDIE,Eastern Goldfields Superterrane
S0000933,J04770,Bellevue Underground,Unspecified,Operating,Bellevue,120.557701,-27.638941,Au Ag,Precious metal,GOLD,"LEONORA, SHIRE OF",LAWLERS,Eastern Goldfields Superterrane
S0001007,J00026,Wandoo South,Openpit,Operating,Boddington Gold,116.357519,-32.753078,Au Cu As Bi Ag,Precious metal,GOLD,"BODDINGTON, SHIRE OF",SOUTH WEST M.F.,South West Terrane
S0001063,J00017,Mickey Doolan,Openpit,Operating,Cue Gold - Central Murchison,118.502775,-26.618099,Au Ag,Precious metal,GOLD,"MEEKATHARRA, SHIRE OF",MEEKATHARRA,Youanmi Terrane
S0001145,J00017,Comet - Pinnacles Underground,Decline,Operating,Cue Gold - Central Murchison,118.043602,-27.5401,Au Ag,Precious metal,GOLD,"CUE, SHIRE OF",DAY DAWN,Youanmi Terrane
S0001172,J00446,George Palmer Pit,Openpit,Operating,Sino - Cape Preston Iron,116.141296,-21.081341000000002,Fe Mag Fe2O3,Iron,IRON ORE,"KARRATHA, CITY OF",ASHBURTON M.F.,Hamersley Basin
S0001174,J02145,Halleys,Openpit,Operating,Ravensthorpe - First Quantum,120.374303,-33.633382,Ni Co Mg,Steel alloy metal,NICKEL,"RAVENSTHORPE, SHIRE OF",PHILLIPS RIVER M.F.,Youanmi Terrane
S0001224,J00484,"Deepdale Mesa J Pits 1-12, J Extended",Openpit,Operating,Robe River - Deepdale,116.247354,-21.751437,Fe,Iron,IRON ORE,"ASHBURTON, SHIRE OF",ASHBURTON M.F.,Hamersley Basin
S0001256,J00527,Gossan Hill Portal,Decline,Operating,Golden Grove,116.96240700000001,-28.765087,Cu Zn Pb Ag Au,Base metal,COPPER - LEAD - ZINC,"YALGOO, SHIRE OF",YALGOO M.F.,Youanmi Terrane
S0001257,J00527,Scuddles Portal - Cervantes,Decline,Operating,Golden Grove,116.945103,-28.744567,Zn Pb Cu Ag Au,Base metal,COPPER - LEAD - ZINC,"YALGOO, SHIRE OF",YALGOO M.F.,Youanmi Terrane
S0001258,J00756,Goliath North - Mt Keith Satellite,Openpit,Operating,Mt Keith / BHP Billiton,120.58921000000001,-27.44865,Ni,Steel alloy metal,NICKEL,"LEONORA, SHIRE OF",LAWLERS,Eastern Goldfields Superterrane
S0001260,J00530,Cornwall Primary Pegmatite,Openpit,Operating,Greenbushes Tantalum,116.05987900000001,-33.855804,Ta Li Sn Ta2O5 SnO2,Speciality metal,TIN - TANTALUM - LITHIUM,"BRIDGETOWN-GREENBUSHES, SHIRE OF",GREENBUSHES M.F.,South West Terrane
S0001288,J02628,Durkin North,Decline,Operating,Kambalda / Mincor,121.661201,-31.164049,Ni Cu Co,Steel alloy metal,NICKEL,"KALGOORLIE-BOULDER, CITY OF",EAST COOLGARDIE,Eastern Goldfields Superterrane
S0001300,J02900,Lanfranchi,Decline,Under Development,Lanfranchi Tramways,121.842903,-31.505460999999997,Ni Cu,Steel alloy metal,NICKEL,"COOLGARDIE, SHIRE OF",COOLGARDIE,Eastern Goldfields Superterrane
S0001346,J00573,Wheelarra 4,Openpit,Operating,Jimblebar-Wheelarra-Hashimoto / BHPB,120.1371,-23.380329,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",PEAK HILL M.F.,Hamersley Basin
S0001375,J00440,Cliffs Underground,Decline,Operating,Leinster,120.541753,-27.304973999999998,Ni Cu,Steel alloy metal,NICKEL,"LEONORA, SHIRE OF",LAWLERS,Eastern Goldfields Superterrane
S0001385,J03928,Tom Price Main and Remnants,Openpit,Operating,Tom Price / Rio Tinto,117.776095,-22.769347,Fe,Iron,IRON ORE,"ASHBURTON, SHIRE OF",WEST PILBARA M.F.,Hamersley Basin
S0001388,J00609,Turner Syncline Section 10,Openpit,Operating,Turner Syncline West,117.586304,-22.66221,Fe,Iron,IRON ORE,"ASHBURTON, SHIRE OF",WEST PILBARA M.F.,Hamersley Basin
S0001399,J03932,Nammuldi Lens C,Openpit,Operating,Brockman 2 - Nammuldi - Silvergrass - Homestead / Rio Tinto,117.337502,-22.412291,Fe,Iron,IRON ORE,"ASHBURTON, SHIRE OF",WEST PILBARA M.F.,Hamersley Basin
S0001402,J00623,Mt Whaleback,Openpit,Operating,Newman / BHPB,119.6754,-23.36536,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",PEAK HILL M.F.,Hamersley Basin
S0001405,J00623,Mt Newman Orebody 29,Openpit,Operating,Newman / BHPB,119.703796,-23.382259,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",PEAK HILL M.F.,Hamersley Basin
S0001413,J03930,Paraburdoo 18 East,Openpit,Operating,Paraburdoo / Rio Tinto,117.631302,-23.25565,Fe,Iron,IRON ORE,"ASHBURTON, SHIRE OF",WEST PILBARA M.F.,Hamersley Basin
S0001455,J03932,Silvergrass Pit 4,Openpit,Operating,Brockman 2 - Nammuldi - Silvergrass - Homestead / Rio Tinto,117.30353899999999,-22.317757,Fe,Iron,IRON ORE,"ASHBURTON, SHIRE OF",WEST PILBARA M.F.,Hamersley Basin
S0001456,J00756,Six Mile Well - Mt Keith Satellite,Openpit,Operating,Mt Keith / BHP Billiton,120.57824,-27.422664,Ni,Steel alloy metal,NICKEL,"LEONORA, SHIRE OF",LAWLERS,Eastern Goldfields Superterrane
S0001471,J00685,Hope Downs 1 South Central,Openpit,Operating,Hope Downs Joint Venture,119.107344,-22.99867,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",WEST PILBARA M.F.,Hamersley Basin
S0001534,J03930,Paraburdoo 23 East,Openpit,Operating,Paraburdoo / Rio Tinto,117.653999,-23.248839999999998,Fe,Iron,IRON ORE,"ASHBURTON, SHIRE OF",WEST PILBARA M.F.,Hamersley Basin
S0001538,J00545,Abra Underground,Decline,Under Development,Abra - Mulgul,118.58551200000001,-24.638213,Pb Cu Zn Au Ag,Base metal,COPPER - LEAD - ZINC,"MEEKATHARRA, SHIRE OF",PEAK HILL M.F.,Edmund Basin
S0001583,J00440,Rockys Reward Openpit,Openpit,Operating,Leinster,120.697197,-27.791439,Ni Cu,Steel alloy metal,NICKEL,"LEONORA, SHIRE OF",LAWLERS,Eastern Goldfields Superterrane
S0001585,J00440,Perseverance  Underground,Decline,Operating,Leinster,120.705597,-27.818119,Ni Cu Gsp,Steel alloy metal,NICKEL,"LEONORA, SHIRE OF",LAWLERS,Eastern Goldfields Superterrane
S0001587,J03931,Brockman 4 - Pit 3 Central,Openpit,Operating,Brockman 4 Area / Rio Tinto,117.21332,-22.598789,Fe,Iron,IRON ORE,"ASHBURTON, SHIRE OF",WEST PILBARA M.F.,Hamersley Basin
S0001590,J00481,Paraburdoo 84 East (Pits 1-5),Openpit,Operating,Channar,117.8228,-23.302509,Fe,Iron,IRON ORE,"ASHBURTON, SHIRE OF",WEST PILBARA M.F.,Hamersley Basin
S0001592,J00484,Deepdale Mesa A Pits 1-8,Openpit,Operating,Robe River - Deepdale,115.88649699999999,-21.672581,Fe,Iron,IRON ORE,"ASHBURTON, SHIRE OF",ASHBURTON M.F.,Ashburton Basin
S0001597,J00685,Coondiner HD4 East,Openpit,Operating,Hope Downs Joint Venture,119.574358,-23.145751999999998,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",WEST PILBARA M.F.,Hamersley Basin
S0001607,J00576,MAC - Deposit C West Pit,Openpit,Operating,Mining Area C,118.962601,-22.92985,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",WEST PILBARA M.F.,Hamersley Basin
S0001608,J00576,MAC - Deposit D,Openpit,Operating,Mining Area C,118.9432,-22.933431,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",WEST PILBARA M.F.,Hamersley Basin
S0001609,J00576,MAC - Deposit E East Pit,Openpit,Operating,Mining Area C,118.927299,-22.932541,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",WEST PILBARA M.F.,Hamersley Basin
S0001610,J00576,MAC - Deposit F,Openpit,Operating,Mining Area C,118.87574199999999,-22.941724,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",WEST PILBARA M.F.,Hamersley Basin
S0001624,J00576,MAC - South Flank,Openpit,Operating,Mining Area C,118.923302,-22.998670999999998,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",WEST PILBARA M.F.,Hamersley Basin
S0001632,J00623,Mt Newman Orebody 25 - Pit 3,Openpit,Operating,Newman / BHPB,119.818298,-23.32995,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",PEAK HILL M.F.,Hamersley Basin
S0001634,J00623,Mt Newman Orebody 18 Main - Shovelanna Hill,Openpit,Operating,Newman / BHPB,120.04202,-23.333315,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",PEAK HILL M.F.,Hamersley Basin
S0001639,J00623,Mt Newman Orebody 24 East,Openpit,Operating,Newman / BHPB,119.810799,-23.304199,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",WEST PILBARA M.F.,Hamersley Basin
S0001642,J00623,Mt Newman Orebody 30,Openpit,Operating,Newman / BHPB,119.662327,-23.377239000000003,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",PEAK HILL M.F.,Hamersley Basin
S0001643,J00623,Mt Newman Orebody 35,Openpit,Operating,Newman / BHPB,119.657303,-23.38965,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",PEAK HILL M.F.,Hamersley Basin
S0001646,J00481,Paraburdoo 64 East,Openpit,Operating,Channar,117.774498,-23.303320000000003,Fe,Iron,IRON ORE,"ASHBURTON, SHIRE OF",WEST PILBARA M.F.,Hamersley Basin
S0001667,J00756,Mt Keith Open Pit,Openpit,Operating,Mt Keith / BHP Billiton,120.54173999999999,-27.229599,Ni,Steel alloy metal,NICKEL,"WILUNA, SHIRE OF",WILUNA,Eastern Goldfields Superterrane
S0001731,J04090,Greenbushes C3 Spodumene,Openpit,Operating,Greenbushes Lithium,116.065794,-33.85892,Li Li2O Ta Sn,Speciality metal,TIN - TANTALUM - LITHIUM,"BRIDGETOWN-GREENBUSHES, SHIRE OF",GREENBUSHES M.F.,South West Terrane
S0002166,J00720,Cassiterite,Openpit,Operating,Wodgina Mining Assets / Mineral Resources,118.67409199999999,-21.190332,Li Ta Sn Rb,Speciality metal,TIN - TANTALUM - LITHIUM,"PORT HEDLAND, TOWN OF",MARBLE BAR,Gorge Creek Basin
S0002167,J01005,Mt Cattlin - Dowling Openpit,Openpit,Operating,Mt Cattlin Spodumene,120.03398200000001,-33.562506,Li Ta Nb,Speciality metal,TIN - TANTALUM - LITHIUM,"RAVENSTHORPE, SHIRE OF",PHILLIPS RIVER M.F.,Youanmi Terrane
S0002194,J00156,Stellar,Openpit,Operating,Mt Magnet,117.78249199999999,-28.048626000000002,Au Ag,Precious metal,GOLD,"MOUNT MAGNET, SHIRE OF",MT. MAGNET,Youanmi Terrane
S0002196,J00292,Bullant - Ora Banda,Decline,Operating,Paddington - Mt Pleasant,121.0578,-30.52747,Au Ag,Precious metal,GOLD,"COOLGARDIE, SHIRE OF",KUNANALLING,Eastern Goldfields Superterrane
S0002217,J01021,Golden Ridge,Openpit,Operating,Golden Ridge,121.667345,-30.847844,Au Ag,Precious metal,GOLD,"KALGOORLIE-BOULDER, CITY OF",EAST COOLGARDIE,Eastern Goldfields Superterrane
S0002232,J00315,Rothsay Underground,Decline,Operating,Rothsay,116.877078,-29.288679,Au Ag,Precious metal,GOLD,"PERENJORI, SHIRE OF",YALGOO M.F.,Youanmi Terrane
S0002247,J00226,Aquarius,Openpit,Operating,Marvel Loch - Southern Cross,119.32200900000001,-31.271359000000004,Au Ag,Precious metal,GOLD,"YILGARN, SHIRE OF",YILGARN M.F.,Youanmi Terrane
S0002289,J00330,Harbour Lights Underground,Decline,Operating,Gwalia - Leonora,121.321999,-28.873690000000003,Au Ag,Precious metal,GOLD,"LEONORA, SHIRE OF",MT. MALCOLM,Eastern Goldfields Superterrane
S0002383,J00330,Sons of Gwalia Underground,Decline,Operating,Gwalia - Leonora,121.333474,-28.918421000000002,Au Ag,Precious metal,GOLD,"LEONORA, SHIRE OF",MT. MALCOLM,Eastern Goldfields Superterrane
S0002384,J01073,Gault,Unspecified,Operating,Tampia,118.451698,-32.16235,Au Ag,Precious metal,GOLD,"NAREMBEEN, SHIRE OF",SOUTH WEST M.F.,Yilgarn Craton granites
S0002386,J00338,Telfer Underground,Decline,Operating,Telfer / Newcrest,122.20273200000001,-21.722441,Au Ag,Precious metal,GOLD,"EAST PILBARA, SHIRE OF",MARBLE BAR,Yeneena Basin
S0002419,J01082,Zelica,Openpit,Operating,Zelica - Eucalyptus,122.17490600000001,-29.216841,Au Ag,Precious metal,GOLD,"LEONORA, SHIRE OF",MT. MORGANS,Eastern Goldfields Superterrane
S0002420,J00152,Fairplay North - Fairplay Northeast,Openpit,Operating,Higginsville,121.72816999999999,-31.746394,Au Ag,Precious metal,GOLD,"COOLGARDIE, SHIRE OF",COOLGARDIE,Eastern Goldfields Superterrane
S0002484,J00156,Vegas - Galaxy,Openpit,Operating,Mt Magnet,117.79097900000001,-28.037313,Au Ag,Precious metal,GOLD,"MOUNT MAGNET, SHIRE OF",MT. MAGNET,Youanmi Terrane
S0002485,J02624,Matilda 6,Openpit,Operating,Matilda,120.219902,-26.76825,Au Ag,Precious metal,GOLD,"WILUNA, SHIRE OF",WILUNA,Youanmi Terrane
S0002535,J04143,Edwards - Nullagine,Openpit,Operating,Beatons Creek JV,120.09812099999999,-21.868989000000003,Au Ag,Precious metal,GOLD,"EAST PILBARA, SHIRE OF",NULLAGINE,Northeast Pilbara Sub-basin
S0002541,J00292,Golden Funnel,Openpit,Operating,Paddington - Mt Pleasant,121.247079,-30.579425,Au Ag,Precious metal,GOLD,"KALGOORLIE-BOULDER, CITY OF",BROAD ARROW M.F.,Eastern Goldfields Superterrane
S0002621,J00226,Frasers Central Opencut,Openpit,Operating,Marvel Loch - Southern Cross,119.330752,-31.239486,Au Ag,Precious metal,GOLD,"YILGARN, SHIRE OF",YILGARN M.F.,Youanmi Terrane
S0002719,J02624,Matilda 4 Iceberg - Scorchers - Sixers,Openpit,Operating,Matilda,120.21534199999999,-26.750194,Au Ag,Precious metal,GOLD,"WILUNA, SHIRE OF",WILUNA,Youanmi Terrane
S0002815,J00251,Daisy - Milano,Decline,Operating,Randalls - Mt Monger,121.92136200000002,-31.013137,Au Ag,Precious metal,GOLD,"KALGOORLIE-BOULDER, CITY OF",EAST COOLGARDIE,Eastern Goldfields Superterrane
S0002833,J00431,Mungari / Bereth,Openpit,Operating,Coolgardie / Bereth,121.281998,-30.90346,Au Ag,Precious metal,GOLD,"COOLGARDIE, SHIRE OF",COOLGARDIE,Eastern Goldfields Superterrane
S0002855,J00292,Mulgarrie,Openpit,Operating,Paddington - Mt Pleasant,121.515147,-30.383512,Au Ag,Precious metal,GOLD,"KALGOORLIE-BOULDER, CITY OF",KANOWNA,Eastern Goldfields Superterrane
S0002882,J05525,Penny West,Openpit,Under Development,Penny Gold,118.810428,-28.853896000000002,Au Ag,Precious metal,GOLD,"SANDSTONE, SHIRE OF",BLACK RANGE,Youanmi Terrane
S0002912,J00576,Packsaddle Range P3,Openpit,Operating,Mining Area C,118.960528,-22.905626,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",WEST PILBARA M.F.,Hamersley Basin
S0002952,J00481,Paraburdoo 94 East,Openpit,Operating,Channar,117.848297,-23.305981,Fe,Iron,IRON ORE,"ASHBURTON, SHIRE OF",WEST PILBARA M.F.,Hamersley Basin
S0002957,J03930,Paraburdoo 11 West,Openpit,Operating,Paraburdoo / Rio Tinto,117.561302,-23.22591,Fe,Iron,IRON ORE,"ASHBURTON, SHIRE OF",WEST PILBARA M.F.,Hamersley Basin
S0002960,J00557,Gudai-Darri K58,Openpit,Operating,Gudai-Darri,119.038123,-22.53376,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",WEST PILBARA M.F.,Hamersley Basin
S0002964,J00609,Turner Syncline B1 Main,Openpit,Operating,Turner Syncline West,117.462898,-22.679331,Fe,Iron,IRON ORE,"ASHBURTON, SHIRE OF",WEST PILBARA M.F.,Hamersley Basin
S0002984,J00732,Billiard - Billiard South,Openpit,Under Development,Yandicoogina / HI-Yandi,119.299568,-22.809575,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",WEST PILBARA M.F.,Hamersley Basin
S0002995,J00573,Wheelarra 2,Openpit,Operating,Jimblebar-Wheelarra-Hashimoto / BHPB,120.08653400000001,-23.371527,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",PEAK HILL M.F.,Hamersley Basin
